,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,TotalSegments,TotalSections,AvgTatumDuration,Pitch1,Pitch2,Pitch3,Pitch4,Pitch5,Pitch6,Pitch7,Pitch8,Pitch9,Pitch10,Pitch11,Pitch12,Timbre1,Timbre2,Timbre3,Timbre4,Timbre5,Timbre6,Timbre7,Timbre8,Timbre9,Timbre10,Timbre11,Timbre12
7BoobGhD4x5K96Me0hqC8Q,0.855,0.463,3,-7.454,1,0.0367,0.217,1.77e-05,0.347,0.866,102.931,122773,4,410,6,0.2911,0.42557317073170736,0.3318317073170733,0.26447804878048803,0.30266829268292683,0.23337073170731723,0.37517073170731724,0.2132146341463416,0.34865121951219524,0.26501707317073203,0.1997048780487808,0.3385390243902443,0.2696804878048784,46.558343902438985,31.666448780487805,13.873787804878049,8.88698292682927,34.441814634146354,-3.486351219512197,-6.017587804878052,4.529760975609755,-14.626114634146326,1.397807317073171,-14.845831707317062,4.128875609756098
2N8m6CYs74qQO4mjVcXO30,0.824,0.587,6,-6.401,0,0.0937,0.69,0.000105,0.149,0.514,98.029,209438,4,649,7,0.3062,0.3122927580893684,0.5651294298921414,0.3465238828967644,0.26425115562403706,0.39250077041602455,0.24885670261941473,0.47232049306625584,0.21024191063174122,0.3627426810477659,0.3518474576271189,0.15551309707241917,0.25328505392912154,47.425502311248124,4.11556702619415,18.426443759630192,6.5866040061633315,45.389570107858255,-1.5156070878274257,6.474020030816644,5.09560708782743,-0.39920030816640945,-1.8361648690292744,-15.976867488443764,4.276795069337438
6SRsiMl7w1USE4mFqrOhHC,0.672,0.526,4,-6.446,1,0.0599,0.0311,1.37e-06,0.28,0.28,123.999,143747,4,402,5,0.2423,0.574805970149254,0.4089029850746271,0.2002885572139302,0.2218656716417912,0.302355721393035,0.2128233830845771,0.2514726368159204,0.21999004975124384,0.25318407960199035,0.30542039800995036,0.28850746268656724,0.5412039800995024,47.38694278606966,50.44475870646768,6.829504975124375,-10.484823383084574,16.06808457711444,-10.783965174129357,7.631430348258713,4.7392960199004985,-8.65755721393033,6.7335472636815945,-15.231427860696517,2.387052238805971
0PwFN7vRvY80Hnkoew2x3f,0.768,0.56,3,-3.497,1,0.0859,0.709,0.000791,0.115,0.372,112.084,205714,3,680,7,0.2673,0.4647632352941173,0.33533823529411755,0.4223044117647057,0.418576470588235,0.16348676470588244,0.2440132352941177,0.18177647058823537,0.36132205882352975,0.27680147058823557,0.22014411764705888,0.4019205882352946,0.21057794117647063,49.10177352941184,-15.281073529411762,4.794748529411762,4.3815573529411775,52.72868235294119,-3.9900882352941185,-6.228348529411762,-4.251407352941181,3.9955735294117645,-7.49728970588235,-14.234139705882372,0.04309117647058712
7MC4XR9M9amdmKQr2iDF7i,0.862,0.753,5,-5.356,1,0.0625,0.131,2.01e-06,0.077,0.827,105.039,182857,4,791,7,0.2855,0.5746295828065733,0.34161567635903906,0.2191137800252845,0.16946776232616953,0.30950695322376776,0.43909481668773725,0.32613780025284456,0.403250316055626,0.31771175726927947,0.4026359039190898,0.32988495575221227,0.2532844500632108,49.00530594184575,29.249056890012675,-26.388715549936794,11.066189633375474,18.286940581542357,-7.232266750948172,-11.865144121365363,-0.9829089759797727,-5.588089759797721,7.072666245259162,-18.09217193426042,-0.38571554993678897
59L8x0xy8njj75vzVCPMqg,0.93,0.837,7,-4.632,0,0.187,0.256,2.37e-06,0.239,0.821,111.898,158532,4,698,6,0.2683,0.43902722063037236,0.5460945558739251,0.4774283667621778,0.30671919770773637,0.24313037249283662,0.2684914040114609,0.354926934097421,0.4218123209169051,0.3116747851002865,0.3777478510028655,0.3538997134670487,0.25062320916905456,49.72972922636098,44.53439398280803,-13.75638681948424,18.282193409742113,36.798141833810945,-4.1137564469914025,-12.156690544412593,2.5064971346704854,0.15160028653294974,8.88858309455588,-18.7185329512894,-0.302560171919772
38GBNKZUhfBkk3oNlWzRYd,0.765,0.373,8,-9.921,1,0.0713,0.341,0.525,0.112,0.554,85.016,195777,4,636,7,0.3521,0.5252044025157229,0.4814135220125786,0.3384465408805036,0.24788679245283007,0.23636006289308184,0.2436132075471701,0.39935220125786175,0.5735377358490572,0.4324245283018865,0.4287295597484275,0.3224732704402512,0.2762924528301887,40.93247955974841,-50.60381446540881,-64.19274213836471,1.4969072327044046,12.750283018867925,-25.796966981132073,-6.017600628930822,-4.931422955974849,5.761847484276732,5.716286163522012,-14.822683962264138,-0.29339779874213834
1JXBNvlDEl2epKSJ9EOgKX,0.671,0.639,2,-6.852,0,0.134,0.0928,0.0,0.0941,0.385,119.82,216000,5,843,11,0.2512,0.7071720047449588,0.5598434163701062,0.39309489916963236,0.28855160142348735,0.2438090154211147,0.27020640569395,0.17280545670225397,0.3450023724792406,0.1857651245551602,0.26797271648873033,0.16538078291814912,0.12624911032028507,49.18106642941873,56.53400948991692,6.227992882562291,-1.6200438908659534,42.68653143534991,-14.003833926453146,-2.465174377224199,-2.2789442467378414,-4.9586631079478005,2.793622775800709,-15.346239620403336,-1.442754448398573
1dIWPXMX4kRHj6Dt2DStUQ,0.571,0.767,2,-5.16,1,0.287,0.336,0.0,0.0809,0.605,93.421,161684,4,685,5,0.3248,0.3962262773722631,0.4976715328467158,0.4395883211678836,0.26488321167883233,0.41295474452554765,0.3036554744525548,0.43328029197080287,0.36521459854014593,0.24961313868613166,0.3344058394160589,0.23223941605839432,0.3481328467153286,48.36176350364961,14.740632116788335,-6.698592700729924,16.534582481751826,32.60009343065692,-14.082564963503648,-14.137291970802915,-9.819903649635034,-13.123264233576636,1.7789138686131392,-16.87707299270072,-3.0997255474452494
2FSGUA0gFgGeQdprjtGM2M,0.635,0.706,5,-3.224,0,0.125,0.256,0.0,0.108,0.443,88.863,209160,4,729,5,0.3416,0.5950891632373115,0.43646776406035737,0.3253786008230452,0.3811165980795613,0.2530754458161868,0.3246556927297671,0.2552908093278462,0.40106995884773683,0.3239931412894379,0.21348010973936893,0.21788614540466397,0.22311522633744854,51.36099314128948,11.215340192043902,17.65950891632371,2.785698216735256,27.13785185185185,-11.724862825788756,3.625264746227707,-4.5307887517146845,-12.562581618655694,-1.1480713305898487,-12.110925925925919,-2.9435336076817573
2MnLkFqY9Rpg9s3Zv6ZJdK,0.727,0.546,0,-4.572,1,0.0437,0.656,0.0,0.122,0.69,106.891,197333,4,586,9,0.2819,0.49616552901023925,0.2270204778156996,0.25270819112628007,0.19104436860068266,0.49898805460750834,0.2543054607508533,0.19044709897610934,0.2973788395904438,0.1772030716723549,0.33118941979522165,0.16861092150170673,0.3750716723549488,50.53133276450517,-0.515283276450513,4.150885665529013,-11.850499999999991,32.10520819112627,-1.9184624573378826,-4.123465870307172,-2.463307167235493,-4.218872013651879,-2.700412969283275,-11.563104095563135,0.688189419795223
65OVbaJR5O1RmwOQx0875b,0.578,0.449,1,-6.349,1,0.286,0.0618,2.17e-06,0.119,0.1,136.006,192956,4,735,7,0.2454,0.7957183673469389,0.5076557823129251,0.21855510204081618,0.22310476190476153,0.19156190476190504,0.16456190476190513,0.2595251700680273,0.16530612244897944,0.1316367346938777,0.17877823129251708,0.15267210884353746,0.20381904761904748,46.420023129251724,-21.700825850340145,-18.556269387755098,-4.58095238095238,26.890665306122433,-20.14248571428568,21.363038095238107,-0.9427020408163264,-10.089974149659852,-3.3746489795918375,-16.740276190476198,-8.284718367346938
4PQdrXMDHDPl1RczrrlADd,0.526,0.731,11,-4.662,1,0.0887,0.18,0.0,0.0891,0.476,86.959,193221,4,574,6,0.3472,0.4313188153310103,0.46633797909407654,0.2330121951219512,0.38264111498257863,0.3276498257839718,0.2687090592334493,0.4532142857142857,0.30579442508710764,0.36024912891986033,0.24923867595818824,0.31596864111498246,0.4489547038327527,51.22171254355395,33.065439024390294,8.497151567944243,-5.2883501742160295,36.601179442508666,-14.870804878048778,4.038831010452962,4.416604529616723,-4.894496515679448,8.123306620209064,-14.627831010452965,-8.366458188153318
2aTKrdenCq5qBOoJPFdn4P,0.558,0.454,6,-5.335,1,0.0551,0.499,0.0,0.146,0.424,113.12,158594,4,416,7,0.2652,0.2919927884615385,0.5238389423076916,0.21399519230769243,0.23875480769230753,0.16207692307692323,0.2355745192307692,0.4050649038461544,0.17801682692307694,0.27552163461538437,0.1727331730769231,0.2736850961538461,0.23400721153846166,47.446889423076904,5.0067812499999995,-11.684086538461539,-14.675427884615381,41.550387019230726,-6.99051442307692,3.7549807692307704,0.9794759615384618,-6.484478365384614,0.14536057692307766,-15.84730528846153,2.0119206730769235
1c1sdxrYLIiuJOlE7PPttb,0.662,0.489,5,-7.067,1,0.0525,0.163,0.0,0.172,0.506,102.04,195881,4,571,6,0.2942,0.6247320490367775,0.34164098073555205,0.3047583187390544,0.15137478108581437,0.27007530647985994,0.47207180385288955,0.2034921190893171,0.29076707530648016,0.1829527145359018,0.28356217162872155,0.2833502626970232,0.22701926444833612,47.35949737302976,32.96535026269705,3.6232171628721517,-28.549376532399304,37.77230297723293,-15.039837127845873,7.166807355516641,2.79124343257443,-13.657695271453607,-0.7257530647985972,-13.819138353765316,3.5355288966725023
161DnLWsx1i3u1JT05lzqU,0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.867,217867,4,483,8,0.2054,0.35014492753623155,0.4045776397515524,0.17151966873706007,0.3195776397515528,0.41187163561076606,0.18291097308488627,0.34487991718426514,0.1766935817805383,0.3166853002070393,0.29050103519668735,0.20411180124223602,0.3741407867494821,49.86295445134574,14.120979296066253,23.97340993788821,-9.529660455486551,45.58025879917185,-16.97023395445134,2.574474120082816,-0.5442380952380949,-1.7937391304347827,-0.5645383022774316,-8.271474120082818,3.2247370600414076
3ggtU1ZOKO8ZNiqPNyXGcm,0.708,0.782,2,-4.687,1,0.0674,0.00772,0.0,0.107,0.484,119.997,160880,4,471,6,0.2501,0.4244288747346074,0.5737112526539278,0.44952441613588107,0.28661146496815326,0.35885138004246253,0.2986709129511678,0.20404246284501096,0.30499787685774965,0.289908704883227,0.3735265392781313,0.23853715498938427,0.32205520169851387,51.07974309978766,62.39986624203817,-7.712609341825906,-12.497891719745214,11.803106157112534,-19.54519320594479,0.7916326963906577,-2.692558386411888,-2.2563970276008494,5.103609341825901,-13.009751592356674,-3.5218216560509545
25141FAgU1OmwoC9W2i5E3,0.681,0.775,2,-4.153,0,0.0429,0.3,0.0,0.0724,0.96,160.067,174938,4,690,7,0.1876,0.5308710144927536,0.4336304347826083,0.4796115942028989,0.23318405797101457,0.2821347826086957,0.3786478260869565,0.249676811594203,0.35121739130434765,0.27560144927536273,0.3576014492753623,0.33014927536231903,0.2953884057971014,52.332073913043466,36.910724637681184,21.94882898550726,7.742510144927538,32.18055217391304,-17.328295652173903,-14.562715942028998,0.9827304347826085,-4.957753623188415,6.746801449275355,-10.756157971014506,-2.1408782608695645
1nahzW3kfMuwReTka28tH5,0.658,0.634,1,-6.068,0,0.0431,0.0104,0.0,0.12,0.302,140.002,170813,4,464,9,0.2143,0.514875,0.5302974137931035,0.2123297413793104,0.26876508620689643,0.3763254310344828,0.21717241379310342,0.2559568965517242,0.19153879310344846,0.25656681034482764,0.27581465517241394,0.2657284482758621,0.4040754310344829,49.6807047413793,17.41093318965517,-23.667538793103468,-19.861676724137933,20.91311206896553,-16.295015086206888,9.670609913793108,6.255265086206898,-15.238336206896557,-2.3524784482758654,-10.82352586206896,-8.36875862068965
0siYMEsGrzzzlWLXK5zJfS,0.671,0.782,6,-4.593,1,0.0341,0.0142,0.00221,0.333,0.618,123.989,178088,4,524,7,0.242,0.45640458015267177,0.47509351145038137,0.2470057251908396,0.2992996183206108,0.21284541984732816,0.3819809160305342,0.535763358778626,0.31046946564885497,0.41716030534351156,0.3072003816793892,0.43415839694656533,0.46374427480916025,51.435164122137415,75.68226335877866,-7.35585496183207,0.4760133587786247,35.93591412213739,-31.747799618320585,-0.6838110687022927,5.842893129770993,-1.0022442748091605,3.641841603053437,-8.199049618320608,2.241055343511447
5SwyN9hzmWjBsINlif8li8,0.774,0.732,9,-4.227,1,0.0308,0.108,0.0,0.243,0.734,135.005,192725,4,593,6,0.2222,0.3263844856661046,0.5042057335581783,0.3813693086003374,0.2228735244519391,0.35610118043844863,0.2029072512647556,0.321185497470489,0.18206408094435075,0.25823608768971323,0.37049241146711637,0.19919561551433382,0.34322765598650906,49.80884991568296,26.35454300168636,-23.054979763912353,-12.425723440134918,20.220325463743674,-16.687647554806084,-3.9686357504215803,3.3508752107925797,2.7793052276559838,11.708630691399668,-15.886286677908931,-3.874640809443507
42ahuAFlYGjIGBpVdHcLij,0.785,0.644,4,-4.76,0,0.0744,0.658,1.83e-05,0.275,0.175,100.959,182595,4,639,7,0.2969,0.45915023474178396,0.47469640062597884,0.3754194053208135,0.27073395931142424,0.38391392801251945,0.2340000000000001,0.22276369327073536,0.3507683881064161,0.1651001564945228,0.22494992175273873,0.15314553990610347,0.26765101721439744,51.05155555555556,6.701945226917056,20.97175899843506,2.6151142410015638,53.850619718309865,-11.256497652582166,-1.4687339593114228,2.4983630672926425,-9.741777777777779,-0.027026604068858862,-12.125971830985911,3.235566510172143
776AftMmFFAWUIEAb3lHhw,0.625,0.939,4,-3.115,0,0.0669,0.00138,0.0,0.424,0.644,102.999,194787,4,581,6,0.2913,0.6094939759036143,0.5182788296041313,0.3569707401032702,0.3111893287435453,0.5456006884681583,0.40149741824440593,0.4375938037865747,0.43660068846815864,0.3244543889845092,0.30538554216867486,0.32492771084337335,0.5060378657487085,53.42763339070571,51.02617211703962,14.47427538726334,-6.0365404475043025,2.251392426850257,-19.928445783132503,4.788578313253008,5.773265060240959,-7.226216867469881,3.6362426850258154,-10.73427366609295,-4.346053356282273
7COGuXyTr12KvdaYXMqheC,0.769,0.812,1,-2.088,0,0.0825,0.281,2.63e-05,0.0781,0.926,180.003,280274,4,1309,15,0.1667,0.3496333078686019,0.501522536287242,0.21862337662337653,0.48696180290297947,0.3705110771581365,0.26014132925897615,0.25781588999236066,0.22814285714285681,0.3909129106187928,0.2753162719633298,0.34106722689075625,0.3212207792207793,52.444977845683816,37.86943086325443,5.3799999999999955,33.20086401833461,30.975986249045082,-10.399232238349875,-11.164734148204742,-7.848469824293347,-21.842566844919773,10.449153552330026,-19.244269671504952,3.1663284950343784
0ct6r3EGTcMLPtrXHDvVjc,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983,176658,4,401,7,0.2382,0.3861521197007479,0.5866957605985037,0.3096483790523693,0.43694763092269334,0.24339152119700772,0.3058528678304239,0.5155261845386534,0.24305486284289282,0.3494039900249378,0.24354862842892777,0.43134663341645907,0.3279201995012471,52.52811720698256,54.13597256857853,25.894683291770566,-7.925306733167084,30.070633416458858,-25.47407730673317,7.526204488778055,-2.5539650872817967,-11.839832917705722,2.5839925187032433,-9.723476309226935,-3.910887780548626
5jzEwSyyymBlf1fa1o39T2,0.818,0.673,4,-7.542,0,0.148,0.348,0.0,0.172,0.695,87.961,193636,4,788,4,0.3416,0.5044251269035536,0.407280456852792,0.33031852791878163,0.36724365482233523,0.450775380710659,0.319060913705584,0.3389822335025381,0.29177664974619316,0.2529441624365479,0.3491154822335022,0.3088324873096447,0.3969847715736036,46.5346802030457,19.077242385786814,0.2650304568527929,17.502986040609137,28.30234771573603,-10.524154822335024,-10.042604060913716,-4.259177664974622,-5.573859137055836,15.598997461928962,-19.075581218274095,-7.5037043147208164
21AJQhGZpujjZQXByZAXpr,0.681,0.687,9,-7.612,1,0.332,0.0555,0.0,0.062,0.588,108.641,190345,3,734,5,0.2796,0.4887738419618529,0.39224795640327004,0.29986920980926424,0.2227179836512264,0.31887738419618544,0.24355040871934577,0.4249536784741142,0.3238732970027249,0.29910626702997245,0.40009673024523096,0.24967302452316129,0.3719645776566755,47.69040190735692,53.05218528610353,-1.6336961852861034,0.3041743869209808,27.781002724795606,-3.955235694822888,-1.594896457765669,3.282727520435966,-18.380881471389646,6.264542234332429,-16.088734332425066,-8.872792915531328
0FqVtQxRD3HsPltldG5v5M,0.682,0.873,6,-4.163,1,0.0449,0.402,0.0,0.0946,0.964,150.006,147072,4,597,5,0.2,0.4030887772194304,0.5135108877721948,0.3499061976549417,0.4202914572864324,0.2727889447236182,0.41018592964824113,0.4304405360133999,0.27606867671691804,0.3528659966499163,0.30556281407035213,0.5321574539363487,0.375596314907873,52.70829313232826,30.335943048576222,5.476822445561134,6.040541038525966,41.77857788944719,-22.614445561139025,-6.400480737018427,-4.7490720268006745,-2.9265795644891117,4.2899798994974905,-12.23096984924623,0.38486934673366835
3nkW3TPQjBip1lER4h78NX,0.528,0.627,11,-3.719,1,0.0373,0.0107,0.0,0.529,0.295,139.988,180371,4,284,12,0.214,0.3310774647887323,0.3254366197183101,0.26922183098591557,0.5544823943661973,0.3581408450704224,0.18563028169014087,0.28879577464788725,0.2682288732394366,0.325394366197183,0.25490492957746463,0.347669014084507,0.4866971830985919,49.29414436619718,28.99244366197183,-7.400397887323957,-22.93124647887324,11.941830985915487,-12.503144366197178,-7.336225352112676,-2.8204330985915527,-10.1057147887324,5.674563380281691,-10.10906338028169,-0.8690352112676059
4cktbXiXOapiLBMprHFErI,0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,189486,4,520,5,0.3311,0.14281730769230766,0.25780961538461555,0.1000576923076924,0.3677288461538461,0.2326942307692311,0.11119615384615389,0.31855961538461536,0.11340961538461525,0.23436346153846177,0.08223269230769238,0.21809423076923076,0.4127480769230768,47.20831538461538,-15.026330769230777,-15.864401923076937,-23.44059615384615,48.377221153846165,7.672115384615382,-14.36497307692307,3.3629903846153866,-17.44412115384616,-7.0603807692307665,-14.57941923076923,2.2189192307692305
7CIERzyqIwLVKGp00YbHRO,0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605,98544,4,362,5,0.2384,0.5608950276243091,0.5420801104972376,0.44964917127071813,0.3624143646408839,0.22493922651933712,0.2654419889502763,0.29595027624309395,0.42210497237569067,0.36672651933701667,0.33839779005524856,0.30882320441988953,0.38332044198895043,44.14881767955801,17.470596685082867,-46.80446961325961,5.643185082872943,34.787389502762416,-22.237019337016562,-19.61579834254145,-7.14335082872929,-0.37816298342541266,-3.2926519337016544,-14.83735359116022,5.1623756906077345
6OTKVgVpVaVjhRLYizPJKA,0.796,0.625,0,-7.218,1,0.0645,0.653,0.00348,0.187,0.641,133.035,115801,4,435,5,0.2258,0.5842804597701144,0.3056827586206897,0.23885287356321833,0.16698160919540256,0.36811494252873544,0.16882298850574706,0.19599770114942533,0.5177977011494255,0.19942528735632178,0.25652183908045983,0.16533333333333336,0.3323241379310347,46.64487586206899,33.234524137931025,-33.65470344827584,8.407091954022986,20.096365517241363,-30.047485057471288,-27.82120459770115,-17.07510804597701,-6.2487563218390845,16.094418390804588,-12.917188505747143,12.904986206896556
03LfOYi0icz4souspZVVhq,0.627,0.849,1,-3.167,0,0.153,0.0913,0.0,0.145,0.818,89.907,158087,4,662,5,0.3385,0.43104682779456205,0.6552477341389724,0.3131087613293055,0.3726737160120846,0.3747432024169181,0.32570392749244714,0.37238972809667653,0.3221616314199396,0.449527190332326,0.3580951661631425,0.35659516616314213,0.23536102719033244,52.32460574018125,15.862407854984887,-0.5770906344410933,12.7972990936556,37.74452114803619,-17.14945468277945,5.541445619335347,2.8011858006042303,-10.672490936555883,3.060438066465263,-16.92531117824775,-3.226468277945618
7jtQIBanIiJOMS6RyCx6jZ,0.442,0.538,4,-8.55,0,0.0451,0.717,2.95e-05,0.09,0.139,122.758,244360,4,541,8,0.2812,0.5530942698706103,0.32400924214417753,0.32640850277264316,0.24581146025877995,0.4418835489833643,0.19152310536044367,0.27326432532347483,0.3425619223659892,0.1499870609981516,0.20417190388170056,0.16806469500924212,0.5904214417744919,43.44018299445473,-24.948090573012955,11.31055822550832,-7.37575046210721,38.63968022181143,-14.305563770794825,1.660192236598891,-0.5641090573012949,-0.2263308687615528,0.3052809611829942,-9.556900184842887,0.29036044362292085
0RSZ8EmUPEN3ySfCgytPke,0.714,0.425,1,-8.064,1,0.0809,0.403,0.000105,0.115,0.316,99.034,165477,4,619,6,0.302,0.36188852988691433,0.5279676898222938,0.1807625201938612,0.3317528271405491,0.18126655896607438,0.2873101777059771,0.2804103392568659,0.22694022617124393,0.3457221324717289,0.23830694668820684,0.3258061389337644,0.1747011308562197,45.33472051696283,-21.123292407108245,-17.330129240710797,-3.954182552504039,47.961851373182576,-24.743030694668796,6.532318255250403,-5.29430210016155,-15.425071082390966,2.3508513731825516,-12.44996607431341,1.024927302100162
2BITQ360Knh6qNAOqR7Dyq,0.584,0.859,8,-5.616,1,0.121,0.0144,0.0,0.847,0.369,77.005,236883,4,634,5,0.3892,0.5794290220820187,0.5038249211356468,0.46861987381703474,0.46640063091482636,0.3144999999999997,0.34241955835962096,0.29985804416403805,0.4227113564668769,0.3610725552050475,0.3026924290220818,0.30851577287066223,0.22864353312302832,50.556831230283876,61.1675930599369,11.264682965299682,-13.50794321766563,26.75833438485802,-15.31144164037856,6.239121451104104,3.130602523659308,-16.558496845425854,-1.705470031545742,-14.31175709779177,-5.623914826498427
0xfMlIW8lS40qvpsUw1l0X,0.836,0.846,0,-4.673,1,0.0392,0.0907,0.047,0.057,0.942,122.042,169945,4,654,7,0.2459,0.5211070336391436,0.36517889908256884,0.3546697247706421,0.21670948012232452,0.34537308868501554,0.23516360856269086,0.30897247706422026,0.37807645259938866,0.30643577981651376,0.45759480122324087,0.21612079510703366,0.41525993883792056,50.95720336391434,58.83054434250772,11.75568195718654,28.4006804281346,34.28769877675841,-19.63729969418959,4.140995412844037,2.0696070336391457,-11.676039755351676,2.57965902140673,-7.567548929663598,-2.5276880733944966
3Iba59sFmGhQ4kbCY5L8AX,0.689,0.706,1,-4.48,0,0.0312,0.0833,0.0,0.105,0.623,106.52,226268,4,563,7,0.2817,0.5147673179396097,0.5192735346358792,0.3014618117229128,0.31934991119005357,0.5307637655417401,0.26724333925399646,0.28966962699822385,0.24128596802841937,0.3433019538188278,0.2871278863232676,0.22850976909413867,0.5638454706927176,51.23261989342799,47.16437655417406,21.567014209591466,-8.866465364120776,30.736570159857926,-12.112841918294844,-2.8560373001776163,-3.3747726465364156,-2.239088809946717,1.4864120781527517,-12.786657193605668,-12.535539964476024
0nrRP2bk19rLc0orkWPQk2,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,4,574,11,0.2416,0.2863536585365854,0.43866376306620214,0.4862038327526135,0.2082560975609755,0.26708188153310136,0.2364250871080138,0.5004564459930316,0.4429268292682929,0.3329599303135888,0.4817142857142864,0.2624982578397214,0.39361149825783953,51.08078397212546,68.116574912892,9.107031358885022,-16.81100000000001,16.167792682926827,-21.980738675958182,4.1309581881533095,-0.5061236933797906,-9.842454703832756,-1.3350975609756093,-6.884533101045291,2.6478536585365866
2rOnSn2piaqLAlYjtfUBlY,0.72,0.63,10,-5.549,1,0.0413,0.615,0.0,0.108,0.512,81.009,230292,4,739,8,0.3704,0.3774343707713129,0.30920568335588644,0.3087889039242217,0.3994289580514209,0.2838768606224629,0.5007442489851148,0.20303788903924214,0.2935358592692827,0.1641880920162384,0.23218267929634648,0.4925047361299057,0.22658728010825463,49.14506630581876,-9.105350473612999,-18.112359945872793,-8.521453315290934,40.09511772665766,-11.10905953991881,-17.00507983761841,-9.127330175913402,-11.054619756427618,0.2444736129905272,-14.310723951285533,-11.986401894451964
4laAKIq9ZxBCwf99rauPYb,0.612,0.862,8,-2.903,1,0.037,0.041,0.0,0.0907,0.354,123.849,160766,4,438,7,0.2419,0.4482031963470318,0.47784246575342443,0.3288812785388128,0.5018812785388126,0.2505662100456623,0.3483972602739726,0.27428310502283115,0.4078013698630136,0.34366666666666684,0.22114840182648407,0.3235228310502285,0.20929452054794495,53.76759589041089,68.249100456621,28.059504566210027,-5.610502283105012,36.7355684931507,-22.98089269406389,-2.71995890410959,0.9313744292237441,-20.251187214611882,1.8240228310502276,-6.9083675799086794,-7.857041095890417
5F2xRvRFkxDvqdFtUNAEyw,0.667,0.899,11,-4.402,0,0.0322,0.423,1.84e-05,0.332,0.835,147.962,239928,4,871,8,0.2027,0.4182721010332953,0.558482204362801,0.4374098737083811,0.27969575200918445,0.3952009184845007,0.2948266360505166,0.47477956371986196,0.3448920780711824,0.2582950631458093,0.33316762342135503,0.24218943742824336,0.43069804822043617,52.220621125143545,35.90471641791049,-4.407602755453506,2.345907003444315,43.701668197474184,-22.272905855338696,-10.968425947187143,-2.4079173363949495,4.198026406429388,3.988164179104474,-6.830921928817438,2.999004592422504
3ZozFqJJlDBNIm4xqxn2ZD,0.649,0.76,1,-6.487,1,0.0574,0.114,0.0,0.317,0.843,80.018,161853,4,491,3,0.3749,0.38957230142566157,0.6767087576374744,0.3803014256619145,0.3331670061099798,0.3388329938900202,0.4015845213849287,0.4407189409368636,0.33633808553971467,0.3731792260692462,0.30077393075356434,0.29437270875763766,0.2413543788187372,50.280356415478664,39.82723014256619,4.94707739307536,-12.05613645621182,19.83085539714869,-7.886525458248471,-1.4093808553971479,-3.283464358452139,-14.36444806517312,2.9591018329938907,-11.048682281059062,-8.96283910386966
0Kdj7nwaYQmvhxnqZaIQuW,0.694,0.948,2,-5.307,1,0.0361,0.00936,1.62e-05,0.139,0.705,115.044,58149,4,193,3,0.2608,0.43654404145077735,0.672523316062176,0.5020725388601034,0.345020725388601,0.5117098445595856,0.24588082901554392,0.27131088082901555,0.2857046632124353,0.26028497409326445,0.2911761658031086,0.28087564766839374,0.45189119170984465,50.086735751295336,60.185181347150255,-16.716098445595854,0.9889067357512915,10.984502590673571,-32.63558031088082,-11.187963730569958,-1.191854922279794,-1.3337772020725378,7.692492227979272,-10.481010362694299,1.4981036269430055
3yaYgjEFkRw3PVjW9mV1TO,0.833,0.498,10,-5.196,0,0.117,0.0493,0.0,0.119,0.259,139.928,153406,4,595,6,0.2146,0.8890084033613448,0.6063697478991599,0.2527983193277311,0.2268470588235296,0.19502184873949582,0.1909899159663867,0.2008722689075633,0.12419495798319333,0.1008621848739496,0.09485042016806733,0.1083966386554622,0.13682016806722702,49.74727563025206,62.28380168067221,-25.41150084033615,-7.102719327731094,56.47478991596641,-6.792971428571434,0.8798470588235291,-11.75566554621848,-10.312833613445378,5.178838655462185,-24.04161344537817,-15.686823529411768
1sx0XsWUusUoPstbvokZjP,0.731,0.626,11,-6.919,1,0.0805,0.125,0.0,0.183,0.862,82.488,173640,4,527,6,0.3639,0.45664705882352946,0.5509222011385208,0.33073244781783684,0.3312049335863378,0.32815180265654675,0.25024667931688804,0.3533187855787479,0.2655028462998104,0.3383149905123342,0.3074857685009487,0.32076091081593916,0.507696394686907,46.71593168880457,40.45461859582546,17.502721062618605,4.148521821631878,32.56564136622392,0.04192030360531251,-4.0075332068311225,-3.585922201138521,-7.941999999999995,-0.06256356736242974,-8.91858444022771,-12.096480075901336
6Dy1jexKYriXAVG6evyUTJ,0.787,0.833,8,-4.403,1,0.0478,0.018,0.00747,0.0374,0.796,123.97,162604,4,594,7,0.242,0.4657188552188549,0.548809764309764,0.3114949494949498,0.4410437710437709,0.35624242424242464,0.2472609427609428,0.2618417508417508,0.3211043771043769,0.4453771043771039,0.3112037037037039,0.28550673400673393,0.35624747474747476,51.5318703703704,55.70281313131314,6.981814814814808,10.52963468013468,20.227154882154885,-24.382505050505074,0.9344781144781146,8.198666666666671,-5.568124579124576,4.184005050505047,-9.411663299663298,4.472606060606054
