,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,TotalSegments,TotalSections,AvgTatumDuration,Pitch1,Pitch2,Pitch3,Pitch4,Pitch5,Pitch6,Pitch7,Pitch8,Pitch9,Pitch10,Pitch11,Pitch12,Timbre1,Timbre2,Timbre3,Timbre4,Timbre5,Timbre6,Timbre7,Timbre8,Timbre9,Timbre10,Timbre11,Timbre12
5enxwA8aAbwZbf5qCHORXi,0.631,0.518,0,-8.771,1,0.0303,0.274,0.0,0.088,0.205,93.023,613027,4,1534,15,0.3222,0.676878096479792,0.3894341590612773,0.28255801825293375,0.1713963494132986,0.3122405475880054,0.3527764015645367,0.29072750977835676,0.45586245110821366,0.2828181225554106,0.37845893089960836,0.21231942633637543,0.3007066492829204,44.88633441981755,7.511767275097785,-33.9151368970013,-30.22450195567143,16.547147979139503,-13.90786179921771,-1.9448663624511098,-2.592005215123861,3.625018252933506,-0.6213500651890482,-10.66367796610169,-2.8532281616688415
77khP2fIVhSW23NwxrRluh,0.683,0.375,0,-13.056,1,0.0303,0.579,0.0,0.076,0.888,140.467,135533,4,405,4,0.2136,0.33506419753086425,0.3698148148148148,0.3111432098765431,0.28896049382716055,0.2889259259259257,0.30478024691358035,0.250730864197531,0.34686913580246936,0.34913333333333346,0.25332345679012364,0.24719012345679,0.2390790123456789,41.5366296296296,47.459814814814855,17.330456790123463,4.8394395061728375,28.90660493827162,0.4963160493827152,-7.620762962962958,-0.02011604938271557,-0.5772024691358016,-1.9409234567901221,-12.909407407407395,6.6276666666666655
4PS1e8f2LvuTFgUs1Cn3ON,0.319,0.21,1,-15.231,1,0.0341,0.92,8.06e-05,0.138,0.209,78.696,192160,4,327,5,0.3843,0.3443669724770642,0.43572477064220194,0.22073394495412837,0.283697247706422,0.20835474006116214,0.27627217125382264,0.3057522935779818,0.23894495412844047,0.3941437308868503,0.20604281345565773,0.23415290519877657,0.22743730886850166,40.169516819571854,-42.34803975535171,-2.0208256880733964,-25.30984097859327,32.10741284403669,-17.707422018348616,-13.412544342507646,2.4343792048929656,5.782079510703361,2.5753792048929665,-6.854896024464833,0.17167889908256875
5dXWFMwD7I7zXsInONVl0H,0.535,0.388,7,-9.805,0,0.155,0.507,0.0,0.11,0.412,106.703,174000,5,525,7,0.3266,0.6432666666666674,0.3751276190476187,0.44562476190476175,0.3123695238095236,0.13957523809523822,0.308655238095238,0.1805066666666667,0.4039828571428572,0.26809904761904774,0.24824761904761902,0.3704838095238095,0.26848000000000005,44.45644952380952,-5.446622857142857,-5.844485714285712,-8.338339047619046,18.331398095238082,-5.906862857142855,-7.081584761904767,-8.699327619047624,-3.593211428571425,-9.882190476190475,-14.175687619047636,-3.5782190476190516
2pXpURmn6zC5ZYDMms6fwa,0.724,0.276,7,-12.25,1,0.0599,0.76,0.0,0.116,0.718,112.874,155933,4,494,6,0.2648,0.3455668016194335,0.3615769230769228,0.3248360323886641,0.208937246963563,0.24428137651821866,0.19114979757085032,0.3055364372469636,0.35300000000000004,0.259076923076923,0.3230546558704452,0.2538542510121457,0.31842510121457424,40.868147773279354,28.169066801619426,25.9109858299595,-1.2152570850202447,28.08756680161946,13.176331983805659,-0.19380566801619498,6.671657894736846,-10.488267206477744,-0.5082105263157896,-18.274002024291505,6.31043927125506
3rdAz1fbUfZxYgaCviYhRo,0.78,0.719,3,-3.613,0,0.0506,0.302,0.000196,0.0931,0.336,127.962,199604,4,567,11,0.2344,0.43793474426807744,0.5677336860670199,0.2747548500881836,0.3591199294532628,0.21931922398589077,0.29062257495590843,0.271885361552028,0.1913280423280424,0.29083068783068783,0.2198271604938271,0.40355202821869474,0.4340141093474431,51.29449911816576,17.024805996472672,-5.716261022927687,-6.3080105820105805,22.21437037037036,-8.680701940035272,3.222065255731921,2.867440917107584,-1.1728589065255732,0.8679647266313926,-9.838222222222223,5.324486772486774
3Kkjo3cT83cw09VJyrLNwX,0.534,0.725,1,-3.906,1,0.046,0.091,0.0,0.0264,0.55,88.098,225149,4,522,5,0.3407,0.5802720306513409,0.6282662835249039,0.27231609195402307,0.2867911877394632,0.2582011494252872,0.32474712643678183,0.30389463601532574,0.31798850574712706,0.4306724137931033,0.32182567049808464,0.3899501915708813,0.24303065134099613,52.37052490421452,40.37777203065133,6.368931034482761,-15.851624521072795,41.05634099616858,-14.064492337164742,6.902247126436785,6.374053639846744,-13.066312260536392,-1.7413735632183915,-12.588532567049802,-9.007074712643677
7sMBvZCSUl99bJLXZaLa0b,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,197443,4,578,7,0.3661,0.40012629757785506,0.5584653979238755,0.42896539792387556,0.3028252595155708,0.43711591695501734,0.2960968858131488,0.42318339100346053,0.3017681660899655,0.22381487889273358,0.34064186851211076,0.2233148788927335,0.32869377162629787,47.983285467128034,42.881655709342525,10.289709342560544,-0.5023200692041518,35.06552249134949,-20.981392733564025,3.2910536332179934,1.8146089965397936,1.4688823529411767,5.145455017301034,-11.10808131487889,-8.587038062283742
6a1hzBiTkgqTsDA0Xgfh9z,0.682,0.577,0,-11.309,1,0.0352,0.271,0.000786,0.0796,0.943,147.331,143773,4,472,8,0.2031,0.5555614406779664,0.31911652542372887,0.2577055084745763,0.2294088983050847,0.3534576271186442,0.47861016949152557,0.3493665254237285,0.4167775423728812,0.28557838983050843,0.3249110169491525,0.2704618644067796,0.2826567796610168,43.05752754237286,82.08541313559316,18.24043855932203,1.4021588983050854,25.641665254237303,1.1923347457627111,5.148906779661022,6.785936440677969,-7.068277542372879,-1.6314067796610194,-15.277372881355928,2.4138516949152553
47ohYW8e7dxCYn9qbUMBCI,0.325,0.759,8,-7.146,1,0.053,0.395,0.000362,0.0773,0.36,126.627,166453,4,328,9,0.2363,0.4740365853658537,0.4298567073170735,0.3553567073170734,0.5371524390243901,0.37718292682926813,0.43827439024390225,0.4508749999999998,0.49747256097560955,0.5251036585365856,0.32018597560975615,0.5297896341463412,0.4543018292682926,49.05213414634142,83.89551829268294,36.735573170731705,-15.44961890243904,22.754451219512195,-15.73314329268293,-0.11255182926829219,-2.1929664634146335,-6.291557926829267,-4.971615853658537,-5.178768292682925,13.182859756097573
3PIDciSFdrQxSQSihim3hN,0.561,0.782,3,-7.444,1,0.0317,0.022,0.0,0.109,0.704,127.148,153240,4,393,6,0.2361,0.42281933842239233,0.2979287531806617,0.32547582697201,0.3987048346055978,0.23315267175572535,0.3227506361323154,0.2675419847328243,0.4394402035623411,0.3810279898218829,0.2915368956743003,0.48737150127226453,0.2714096692111959,49.656949109414754,78.1992340966921,36.426712468193365,0.3506921119592868,30.792000000000012,-26.08660814249362,27.45500000000002,3.4425877862595424,-14.96412213740457,-3.0644045801526705,-10.12509923664122,0.43064376590330794
0YWUHZPJVg4iujddsJDwhM,0.669,0.843,0,-3.766,1,0.0268,0.169,0.0,0.195,0.702,147.08,255400,4,748,9,0.2039,0.44053342245989313,0.3169291443850265,0.3133355614973262,0.17925935828877004,0.32801604278074836,0.32358556149732576,0.3036684491978608,0.40624465240641694,0.28898796791443865,0.3728114973262033,0.24928074866310154,0.27523529411764713,52.51248395721921,49.58426336898399,-7.546044117647067,-10.397331550802143,25.343529411764738,-21.522931818181828,-7.027814171122988,-3.6653101604278135,-0.891247326203209,6.2796737967914495,-9.229217914438502,-0.3700521390374329
2pnPe4pJtq7689i5ydzvJJ,0.681,0.715,7,-10.609,0,0.0912,0.812,9.43e-06,0.0777,0.957,152.132,165733,4,605,4,0.1967,0.679409917355372,0.37583305785123955,0.4009190082644628,0.4967719008264461,0.39510413223140506,0.462509090909091,0.2931140495867772,0.5563867768595032,0.209185123966942,0.2883008264462808,0.32691900826446285,0.42077355371900815,43.2399355371901,15.068137190082641,44.340851239669426,4.97646115702479,31.42468099173552,7.35474876033058,4.1006578512396725,10.206127272727288,-0.34508595041322326,2.2789355371900815,-16.02460495867768,1.1665504132231408
2xGO2UjzxeVQSIkyg98vck,0.296,0.421,7,-8.891,1,0.0285,0.214,0.0,0.232,0.335,83.425,261627,5,523,8,0.3179,0.46182409177820216,0.4434053537284895,0.38421988527724665,0.23791586998087957,0.3534072657743783,0.21038814531548766,0.2787762906309752,0.48509560229445486,0.21826386233269604,0.3013652007648187,0.18566539196940723,0.3174455066921609,45.06579158699808,19.296380497131928,4.524160611854673,-13.85474187380496,26.781212237093733,-18.21896367112812,7.740116634799237,0.2605602294455076,-2.3194971319311684,-2.7155047801147236,-11.38647418738048,-5.910426386233272
3VTNVsTTu05dmTsVFrmGpK,0.271,0.551,2,-7.48,1,0.0457,0.582,4.16e-05,0.256,0.428,78.111,272467,4,583,11,0.3043,0.23714922813036052,0.37045111492281296,0.622603773584905,0.19880617495711841,0.28528644939965725,0.15369125214408236,0.31309605488850756,0.3534082332761576,0.2118713550600345,0.5292538593481986,0.19508233276157808,0.3041921097770156,47.912341337907314,7.693214408233275,32.61107032590049,-7.020540308747855,27.44549571183534,-13.77038421955404,-4.142867924528301,-0.7635385934819886,-9.694286449399662,-3.843511149228127,-7.556936535162948,-0.6749845626072043
3nOz1U41SZZ0N3fuUWr9nb,0.646,0.471,10,-9.247,1,0.157,0.122,0.0,0.125,0.455,170.084,232813,4,655,8,0.1762,0.46214656488549527,0.3169832061068701,0.2747572519083969,0.1583694656488551,0.23625190839694632,0.5934717557251901,0.18841679389312976,0.24890534351145024,0.1953114503816794,0.39274961832061067,0.4496351145038162,0.23810534351145013,43.93287022900764,79.33865190839686,27.607923664122147,13.318432061068695,31.86226717557252,6.2345297709923635,1.6856412213740473,0.138687022900763,-1.6370992366412196,-6.217932824427486,-21.837627480916044,-2.786396946564885
6lX6l7OuA3qrnIRfdsr0dw,0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,233453,4,903,7,0.3332,0.5012879291251386,0.3799911406423033,0.3354130675526027,0.2628538205980064,0.44162015503875973,0.3198914728682168,0.28550941306755295,0.3185736434108528,0.22320044296788497,0.35038981173864875,0.24649280177187147,0.5262037652270208,50.01921151716503,-14.828720930232592,-4.824972314507202,18.704574750830556,34.94340531561464,-14.64566223698781,-8.74373754152825,-7.595172757475094,-8.4658715393134,1.163790697674418,-13.555467331118514,1.0451993355481723
6pVW5LRWgeLaHudxauOTJU,0.666,0.841,2,-3.592,1,0.0312,0.613,0.0,0.113,0.84,128.706,126360,4,321,3,0.2327,0.29168535825545205,0.39567912772585634,0.4883956386292834,0.2591526479750779,0.338417445482866,0.21032398753894085,0.3666915887850467,0.2988909657320871,0.2658785046728972,0.4088161993769472,0.24846728971962598,0.32241744548286627,53.05739563862932,29.463333333333303,27.15421806853583,4.9084735202492205,27.175024922118382,-13.738034267912777,-16.891445482866047,-2.622750778816203,-10.742838006230526,-0.4533208722741432,-6.674741433021806,-2.2291651090342675
1mWdTewIgB3gtBM3TOSFhB,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,164442,4,502,7,0.2727,0.5657788844621513,0.6857908366533865,0.36382868525896417,0.42546414342629507,0.3228486055776893,0.3512011952191235,0.27926095617529856,0.3066713147410357,0.41796414342629484,0.2832410358565739,0.2772649402390442,0.2091593625498011,50.215908366533846,64.89677490039837,-15.881595617529866,-9.447464143426286,23.685585657370538,-9.070163346613548,3.939334661354583,4.442312749003986,-10.123466135458168,7.884657370517928,-16.162003984063745,-2.783587649402391
2OQ6a4CfUeYskpTTgyawyJ,0.635,0.87,2,-4.291,0,0.04,0.0152,0.0,0.118,0.912,92.999,156773,4,429,6,0.3226,0.5961608391608395,0.4124312354312354,0.3834522144522147,0.30613752913752895,0.38207692307692287,0.3695897435897436,0.3618881118881118,0.5984988344988343,0.3603216783216784,0.38235431235431283,0.2483636363636362,0.3083170163170161,52.228335664335695,51.27130769230771,-2.9073659673659633,-11.672062937062934,0.8843589743589748,-14.615158508158505,-0.2705058275058275,4.635039627039626,-11.826930069930071,-1.1336130536130533,-5.992002331002336,1.761965034965035
7DF8lvLdV3htIbuTWpc7lR,0.603,0.771,9,-6.336,1,0.0627,0.194,0.0,0.13,0.332,139.988,226149,4,580,9,0.2146,0.4495086206896554,0.6677327586206896,0.3685431034482762,0.2870465517241379,0.4009999999999997,0.24956034482758602,0.3248155172413792,0.21649827586206905,0.23965689655172426,0.34659655172413806,0.23332931034482732,0.4172413793103442,49.18087413793104,-4.261737931034469,-9.929105172413788,-16.364725862068983,29.213206896551718,-19.076074137931023,8.68961896551724,-6.457724137931038,-21.01275862068966,3.6025068965517235,-13.091868965517245,-14.79045689655172
3QiAAp20rPC3dcAtKtMaqQ,0.465,0.27,4,-16.661,1,0.0425,0.9,0.00104,0.145,0.58,94.518,129173,4,316,4,0.3177,0.2072120253164556,0.23401898734177204,0.25073734177215196,0.3081930379746838,0.46867088607594937,0.3101708860759493,0.38488607594936713,0.40877848101265807,0.4264050632911391,0.3813132911392404,0.2962088607594937,0.42843670886075974,38.689357594936716,-36.5342721518987,-22.31197784810125,-31.438920886075955,32.195854430379754,-6.517971518987345,-24.122354430379747,-5.2763164556961994,8.293341772151898,-4.8182594936708805,-7.308626582278488,4.744800632911396
4A8cWXxKfIL3lAyUDzXbCF,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,200548,4,696,4,0.4109,0.5449971264367812,0.6908922413793105,0.34946982758620665,0.3142672413793107,0.3667629310344829,0.2848577586206893,0.17125718390804612,0.18162212643678183,0.1315905172413795,0.1551393678160921,0.11669827586206907,0.20452011494252884,46.00249425287355,68.77007327586207,-15.127293103448276,-7.235839080459771,21.776811781609204,1.995208333333333,19.132997126436752,2.716678160919543,-14.078132183908043,-2.0902916666666695,-28.641011494252847,-6.7578563218390855
0Be7sopyKMv8Y8npsUkax2,0.748,0.856,11,-3.517,0,0.0348,0.0824,0.0,0.142,0.927,123.031,189320,4,603,8,0.2439,0.2893051409618574,0.4017711442786072,0.45073466003316753,0.22149751243781102,0.3067512437810945,0.20863681592039784,0.34125704809286894,0.2213648424543948,0.20314759535655053,0.3642139303482586,0.2018275290215589,0.4452951907131012,52.32038640132671,36.52013764510781,1.8269668325041437,-6.614988391376454,24.983698175787715,-11.870746268656724,1.3760447761194026,1.8448009950248723,-15.484925373134335,0.7922570480928693,-10.026830845771151,-0.9004195688225531
1Qi2wh8fFgDV7tl4Sj3f2K,0.438,0.178,5,-9.402,1,0.0414,0.957,0.0,0.316,0.344,75.248,170964,1,359,4,0.4035,0.369699164345404,0.19436768802228413,0.2745905292479109,0.18020612813370482,0.3115905292479109,0.374075208913649,0.1962729805013928,0.32692479108635103,0.19728969359331508,0.3922061281337048,0.20015041782729812,0.17520334261838438,41.72214206128134,-45.18116434540388,19.34183844011141,-29.255696378830088,53.516442896935956,-4.98873259052925,-8.804208913649026,7.374952646239557,-7.495167130919218,-8.850214484679666,-4.981016713091926,2.980353760445683
3DZ8dbKg4OTSSqGARvecYd,0.659,0.745,10,-3.599,1,0.0347,0.0417,0.0,0.296,0.54,74.967,185600,4,582,6,0.4003,0.7369690721649484,0.4077972508591062,0.27166838487972517,0.21965463917525793,0.15232646048109982,0.3154776632302404,0.18730584192439875,0.3146288659793815,0.17276460481099665,0.21009278350515487,0.38584192439862547,0.1837027491408937,52.22356013745707,52.823805841924404,37.0557182130584,8.644922680412373,28.57000859106529,-12.688298969072164,10.161381443298971,-8.417120274914096,-22.862237113402063,-0.9003213058419245,-9.152343642611685,-10.729238831615117
09gysnJpfQ3ublBmJDfcEC,0.87,0.523,1,-8.052,0,0.0602,0.433,2.07e-05,0.113,0.319,110.02,204764,4,707,8,0.2728,0.3902758132956156,0.7700113154172561,0.22982461103253193,0.29162659123055157,0.36370155586987285,0.19585572842998578,0.22648656294200858,0.14259123055162695,0.26621216407355003,0.2473267326732672,0.16159830268741202,0.15566619519094782,46.99749929278643,7.962323903818953,-19.44858274398869,0.16330693069307187,43.18030268741164,-8.507588401697316,-8.427193776520497,-0.9767666195190958,-1.9776053748231979,-1.065195190947666,-17.45583026874116,4.393629420084864
4HEOgBHRCExyYVeTyrXsnL,0.512,0.339,8,-13.119,1,0.0498,0.727,0.0,0.0977,0.951,174.609,120693,4,315,5,0.1726,0.3211619047619046,0.2498761904761904,0.3358825396825396,0.519384126984127,0.2370253968253968,0.30642539682539655,0.21646984126984137,0.3983047619047622,0.3320952380952381,0.2807333333333334,0.4448476190476191,0.22580952380952357,40.59947619047617,26.323980952380936,9.704396825396831,-11.876542857142857,26.346698412698426,10.19572063492064,-6.043419047619045,-0.6829841269841276,1.0958603174603172,2.9754253968253965,-20.007695238095256,-7.444755555555548
1kjs5eR4DMzyB0gm1Z8waV,0.857,0.766,0,-3.699,1,0.0978,0.108,0.0,0.0817,0.864,106.024,165019,4,690,5,0.2832,0.6042507246376811,0.4220855072463766,0.26276231884057943,0.253934782608696,0.38555507246376813,0.33785072463768107,0.275521739130435,0.28189420289855033,0.2681608695652174,0.2919985507246377,0.31386811594202924,0.5510840579710151,50.11043913043478,44.00489275362322,-0.6931956521739195,13.699294202898551,42.01227246376812,-11.116759420289856,-8.34226666666667,5.353859420289851,-13.490428985507247,10.182046376811593,-14.049394202898545,-4.422030434782609
6s2wpWPFPAgKg2LXxi1Oee,0.357,0.668,0,-8.444,1,0.0479,0.362,1.37e-06,0.727,0.407,139.986,267600,4,689,10,0.2346,0.5218795355587811,0.3042641509433962,0.33671698113207554,0.25884470246734415,0.30924963715529724,0.22728156748911452,0.22693759071117592,0.6383584905660379,0.2242960812772137,0.2905065312046443,0.199821480406386,0.23586066763425267,47.46159941944844,79.60055878084188,48.00225834542811,-3.3300943396226446,52.40420319303343,-15.18332365747459,-18.335072568940507,2.665957910014514,-11.126550072568953,1.6285558780841773,-7.963142235123372,-5.036869375907113
1cA4wEmLkKlttS6N89LbJh,0.687,0.643,0,-4.763,1,0.0406,0.0518,3.31e-06,0.11,0.418,135.068,188833,4,563,9,0.2221,0.40873001776198936,0.40763765541740665,0.3982788632326821,0.27905328596802864,0.5162557726465364,0.423550621669627,0.26194671403197173,0.39600177619893445,0.18259680284191843,0.24284014209591503,0.12786323268206037,0.26507992895204296,49.84810834813502,15.45091296625222,7.967507992895216,-7.289415630550615,24.80597335701602,-16.463516873889887,25.200119005328563,-9.668563055062172,-7.283326820603911,1.6615968028419195,-13.025497335701594,-3.951277087033752
4fzyvSu73BhGvi96p2zwjL,0.315,0.418,7,-9.146,1,0.0299,0.131,0.000679,0.0836,0.237,129.116,242496,4,425,8,0.2324,0.33094117647058857,0.238974117647059,0.5626658823529416,0.16474823529411753,0.25095294117647077,0.14086588235294112,0.22821176470588242,0.4855082352941177,0.12742823529411762,0.16823529411764698,0.12851529411764712,0.2591717647058824,45.5611129411765,-6.0436,1.505061176470588,-14.3555317647059,19.96773411764706,-18.297825882352942,-9.351877647058824,-2.801138823529414,-9.735482352941178,-8.618955294117656,-5.706496470588237,-0.9847670588235292
1LPSkqVhWVRUkKE03YUkpB,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,242096,4,716,11,0.2027,0.46734776536312855,0.40992458100558654,0.3089944134078213,0.259990223463687,0.3393980446927374,0.4088337988826819,0.26671927374301685,0.348364525139665,0.3322891061452515,0.31460335195530736,0.2770069832402234,0.29248463687150805,47.98364245810057,34.57761731843578,27.078163407821265,0.9873882681564259,34.721995810055816,-19.1940684357542,6.209269553072627,3.4833868715083836,-3.4952793296089415,2.049050279329608,-10.17070111731843,-6.736085195530722
2SBr3MK1sdMs8IxdRcN6qz,0.675,0.384,1,-7.12,1,0.045,0.752,0.0,0.167,0.415,86.953,201653,4,509,10,0.3453,0.33652848722986245,0.5076306483300588,0.24688212180746585,0.4003850687622791,0.2371846758349705,0.4143772102161101,0.23074656188605128,0.22926522593320245,0.3379449901768173,0.21474066797642424,0.3074636542239685,0.17229666011787836,47.327447937131616,16.70045383104125,-16.408051080550088,-22.63017288801572,32.40979764243618,0.32516110019646477,-12.596202357563854,-11.9574047151277,-8.289286836935158,-3.480445972495087,-12.54676424361492,9.050277013752455
0So2sgVa8aJiARPl2P29u2,0.725,0.446,4,-8.958,0,0.0287,0.85,0.243,0.107,0.311,90.024,187333,4,501,7,0.3333,0.4414970059880236,0.2140638722554891,0.4053792415169659,0.19005189620758484,0.4285788423153691,0.1647584830339321,0.24486427145708592,0.30561477045908175,0.14399201596806402,0.33422155688622734,0.12717365269461076,0.41508383233532953,45.97427944111776,-97.44198802395205,-20.456988023952096,-0.46731936127744444,43.957143712574876,-15.81992215568862,-2.5883413173652685,-14.245648702594817,-0.12999600798403152,-17.40008982035927,-5.725479041916171,5.975385229540919
6dmXZ9B5HdFAyzHeTneYBK,0.77,0.302,0,-7.911,0,0.0466,0.946,3.38e-05,0.125,0.821,136.01,188103,4,606,8,0.2206,0.408186468646865,0.21362706270627066,0.2503465346534653,0.3619273927392739,0.17637458745874607,0.338917491749175,0.18488943894389434,0.36531023102310195,0.2666716171617163,0.149490099009901,0.24517491749174924,0.16745709570957104,46.7276600660066,-67.81073927392734,-21.17013861386137,-13.241825082508257,36.55868151815184,-9.976316831683183,-18.895965346534652,2.1573448844884533,-3.683929042904291,2.848943894389438,-9.855820132013198,2.2803465346534657
1c4htMHiolERc0YJvZNdlc,0.456,0.83,8,-3.646,0,0.281,0.53,0.0,0.968,0.619,157.628,191524,4,580,8,0.1926,0.4217724137931039,0.5703137931034485,0.2713120689655173,0.35313448275862064,0.282253448275862,0.3027965517241377,0.42823275862068944,0.34905689655172367,0.5191931034482756,0.30633620689655194,0.3219155172413791,0.428468965517241,51.64271724137932,24.821439655172416,9.36967068965517,-10.990515517241374,24.39353965517242,-12.669282758620676,-12.403843103448276,5.178562068965512,-9.494096551724134,6.626293103448273,-11.431406896551719,-5.526962068965516
4MrfQL4TYQXJBlZYpAHTuE,0.469,0.196,0,-16.093,1,0.0571,0.882,0.0,0.0513,0.537,130.036,143733,3,381,6,0.2307,0.4879186351706036,0.3614829396325459,0.3468661417322835,0.2266640419947509,0.26429133858267717,0.24537270341207348,0.23436745406824147,0.4194593175853019,0.3099291338582677,0.34037532808398957,0.2041338582677164,0.31096850393700803,38.44940157480316,-17.542304461942262,23.06258267716535,-20.76829396325461,37.486272965879266,-6.8549606299212655,-4.864616797900263,0.8729396325459312,-1.0731259842519683,0.387070866141732,-12.274086614173228,-0.12770078740157462
5QDLhrAOJJdNAmCTJ8xMyW,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,4,607,5,0.2625,0.5181861614497528,0.5824448105436576,0.3138451400329486,0.3113261943986819,0.46051235584843486,0.30239538714991776,0.4021614497528834,0.297317957166392,0.3426869851729818,0.2566523887973641,0.2660016474464578,0.48051235584843494,51.64252224052712,62.06767545304773,-9.112084019769373,-9.286370675453036,14.433159802306434,-7.144522240527179,0.9750510708401969,2.9256754530477744,-9.030298187808908,5.585991762767701,-13.791948929159796,-4.006761120263592
78pn8k7RogKo2oxl0DyX6d,0.638,0.813,11,-3.849,1,0.0362,0.464,0.0,0.344,0.754,112.986,239587,4,515,7,0.2655,0.3748174757281552,0.35340194174757295,0.2061766990291261,0.31771262135922296,0.265001941747573,0.282545631067961,0.5265300970873785,0.33044077669902894,0.44122135922330113,0.2961067961165048,0.37768932038834985,0.5242601941747577,52.62612427184464,80.32554174757274,39.46637475728153,-6.324143689320389,36.891825242718454,-10.025935922330097,-3.0689281553398065,0.3103320388349514,-5.1014194174757295,-1.8200854368932033,-6.516621359223307,-1.974314563106795
6mmPpaltUZK7xjNlBPQQ0p,0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,224997,4,785,6,0.3329,0.43942038216560525,0.6109592356687894,0.22532611464968175,0.2829796178343947,0.33138216560509515,0.169703184713376,0.2362496815286621,0.20667770700636937,0.39844585987261166,0.27656942675159213,0.20255286624203794,0.2427184713375795,51.599118471337626,30.64025095541405,16.36187133757962,18.93526496815285,27.796092993630573,4.741179617834405,-3.5003528662420376,-2.0292420382165615,-6.387913375796179,-1.389253503184714,-18.933537579617823,2.972304458598725
1foCxQtxBweJtZmdxhEHVO,0.7,0.139,8,-12.346,1,0.0607,0.902,0.0,0.185,0.49,84.485,206067,4,510,8,0.3563,0.24703921568627457,0.37140196078431376,0.19800784313725495,0.2565509803921573,0.19390392156862749,0.2961803921568629,0.1930392156862746,0.20160196078431375,0.3492490196078429,0.20706274509803932,0.2933156862745098,0.17114705882352949,40.11835882352943,-11.91959019607843,-38.484668627451036,-41.49012745098037,52.345511764705854,9.56129607843137,-24.590274509803912,-3.3388058823529385,10.083147058823524,2.4559274509803926,-19.212792156862736,8.485419607843147
1FlL8ycld6uVDDyhV7P5FA,0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101,164706,4,554,9,0.2935,0.4802563176895304,0.34901263537906135,0.2594151624548738,0.20046750902527094,0.4189296028880865,0.2869151624548738,0.24953971119133558,0.2892328519855592,0.24677436823104706,0.4171371841155237,0.2170072202166067,0.31987545126353806,50.54341155234659,-16.06784476534297,2.9237563176895267,12.493238267148017,21.617480144404293,-7.499732851985556,-3.519669675090256,-8.018615523465703,-6.750850180505411,-4.548131768953065,-14.854694945848369,-0.2616678700361019
370oYn3s5EKu7ziUpMQQTr,0.63,0.486,7,-9.59,1,0.0259,0.756,4.45e-05,0.291,0.409,109.808,143320,4,301,3,0.2735,0.3066744186046513,0.31406644518272453,0.4391760797342189,0.24850830564784063,0.3363654485049834,0.3257607973421926,0.3780365448504983,0.3847109634551494,0.22526578073089698,0.3440465116279069,0.18947508305647828,0.30463122923588043,46.17072093023255,-29.25535880398671,-34.27912292358805,-22.741495016611296,24.9812292358804,-16.502970099667767,-4.870714285714289,-5.554295681063125,0.8851328903654491,0.19793687707641183,-11.129790697674418,-3.2051594684385387
2KnLkZ3z7PO3kgVGHGqDpD,0.398,0.286,7,-11.881,1,0.033,0.616,0.000146,0.0912,0.0666,78.262,222800,4,448,7,0.3829,0.38764732142857133,0.3744531250000002,0.5602991071428572,0.1571607142857144,0.18099776785714286,0.1063683035714286,0.23614285714285702,0.3257343750000001,0.15679017857142857,0.3145669642857145,0.1506250000000001,0.2643861607142859,39.75957812500001,-41.12029017857145,-26.792560267857144,-37.97350223214284,40.41627678571426,-21.539087053571432,-1.5557388392857145,2.3338883928571468,-8.365881696428568,-7.9363593750000065,-7.078194196428568,-3.210060267857144
5Ber68jZ7ytegr2UISEdb7,0.594,0.389,10,-7.109,1,0.0517,0.785,0.0,0.0313,0.396,122.331,171093,4,416,6,0.2465,0.3476105769230774,0.30617788461538475,0.3483701923076922,0.2929735576923076,0.24933653846153847,0.4295360576923073,0.2911129807692307,0.3980168269230768,0.2567451923076924,0.2790312500000002,0.38956971153846154,0.22473317307692295,42.743951923076914,-4.637675480769234,-35.300062499999996,-23.826605769230785,25.210776442307697,-1.6894639423076907,-10.528341346153855,-5.132673076923082,-4.36652163461538,4.3140240384615405,-20.06967067307691,-0.3128341346153846
2L9QLAhrvtP4EYg1lY0Tnw,0.478,0.201,7,-16.768,1,0.0332,0.919,0.0,0.0854,0.857,136.471,135760,4,328,6,0.2197,0.2929939024390244,0.332268292682927,0.5800182926829268,0.287298780487805,0.32579268292682945,0.21426829268292696,0.3333475609756097,0.3735579268292682,0.2329908536585366,0.28330792682926825,0.15058231707317066,0.24357012195121958,39.02005487804874,-18.594942073170724,14.314698170731715,-24.880353658536585,35.66014329268294,-5.367746951219513,-8.189576219512201,-0.17877439024390246,-13.724579268292691,-4.247902439024391,-10.30296951219512,2.7303597560975614
