iter	RMSE
533	0.04485731981
534	0.04477998319
535	0.04471946073
536	0.04458394526
537	0.04453320066
538	0.04445078205
539	0.04436957356
540	0.04430684841
541	0.0442447034
542	0.04417740586
543	0.04406540061
544	0.04399867217
545	0.04392321703
546	0.043845379
547	0.04376589139
548	0.04366307429
549	0.04357768611
550	0.04349116552
551	0.04343708912
552	0.04337921144
553	0.04330421456
554	0.04320801217
555	0.04311020201
556	0.04302706013
557	0.04292569065
558	0.04286367804
559	0.04276211268
560	0.04268508238
561	0.04261427413
562	0.04252102028
563	0.04242671525
564	0.04238476513
565	0.04228142412
566	0.04219832031
567	0.04209755829
568	0.04202308559
569	0.04193550281
570	0.04187727743
571	0.04179194581
572	0.04169867458
573	0.04161113052
574	0.04154507766
575	0.04144610915
576	0.04133373671
577	0.04126961097
578	0.04119346084
579	0.04111036912
580	0.04105557829
581	0.04096960709
582	0.0409099497
583	0.0408504337
584	0.04077745617
585	0.04069839371
586	0.04063598122
587	0.0405800579
588	0.04054020134
589	0.04047150365
590	0.04038672463
591	0.0403031603
592	0.04025669566
593	0.0401695346
594	0.04010011552
595	0.04000862077
596	0.03993408548
597	0.03988229045
598	0.03982444035
599	0.0397358055
600	0.03967712272
601	0.03958601157
602	0.03953199887
603	0.03945113845
604	0.03938027541
605	0.03930339417
606	0.03924475615
607	0.03918830133
608	0.03911207146
609	0.03905106555
610	0.03897406309
611	0.0389117892
612	0.03886361694
613	0.03877353497
614	0.03872984746
615	0.03865179511
616	0.03857043631
617	0.03847547151
618	0.03843525402
619	0.03837789732
620	0.03834152403
621	0.03829599723
622	0.03819210909
623	0.03814369239
624	0.03806504538
625	0.0379591189
626	0.03787643764
627	0.03779922771
628	0.03773770404
629	0.03768063021
630	0.03761570636
631	0.03753500668
632	0.03742348989
633	0.03735652202
634	0.03728634591
635	0.03721587156
636	0.03715144487
637	0.03710262438
638	0.03701413297
639	0.03695720535
640	0.03689207536
641	0.03679016312
642	0.03670177946
643	0.0366451088
644	0.03656495933
645	0.03651401814
646	0.03645621536
647	0.03640319992
648	0.03635972259
649	0.03631546058
650	0.03619670136
651	0.03613498222
652	0.03610029851
653	0.03604451191
654	0.03597469847
655	0.03592430414
656	0.03583494345
657	0.03575353955
658	0.03569862066
659	0.035640132
660	0.03558006143
661	0.03553332721
662	0.03549374779
663	0.03545317395
664	0.03537902727
665	0.03533660607
666	0.0352869925
667	0.03523137021
668	0.0351678334
669	0.03510817504
670	0.03503994107
671	0.03494112105
672	0.03485183205
673	0.03480501846
674	0.03472875084
675	0.03467708994
676	0.03461179271
677	0.03457022659
678	0.03451148008
679	0.03443874044
680	0.034379255
681	0.03431398896
682	0.03424589547
683	0.03417290982
684	0.03410955887
685	0.03405956909
686	0.03400888359
687	0.03395073188
688	0.03386811745
689	0.03381049319
690	0.03371253084
691	0.0336637227
692	0.03362686166
693	0.03355306673
694	0.03351497999
695	0.03341825863
696	0.03337031968
697	0.03329933711
698	0.03325853313
699	0.03320558877
700	0.03314905182
701	0.03311502995
702	0.03305421835
703	0.03301270002
704	0.03294870919
705	0.03290186588
706	0.03282108232
707	0.03278120454
708	0.03272264341
709	0.03264768577
710	0.03257380719
711	0.0325195429
712	0.03247541262
713	0.03241593561
714	0.03234975065
715	0.03228347732
716	0.03223347948
717	0.03217789634
718	0.03213099722
719	0.03207237495
720	0.03200473596
721	0.03195043529
722	0.03189489352
723	0.03182466268
724	0.0317605664
725	0.03167994161
726	0.0316283246
727	0.03154163188
728	0.03148372919
729	0.03141221126
730	0.03135020205
731	0.03131883181
732	0.03125708956
733	0.03118870084
734	0.03113972773
735	0.03108642385
736	0.03103474123
737	0.03096512738
738	0.03090547669
739	0.03087844145
740	0.03082083715
741	0.03074714111
742	0.03070856921
743	0.03065832991
744	0.03062440146
745	0.0305618077
746	0.03050758349
747	0.03045970381
748	0.03038994284
749	0.03035541101
750	0.03029322346
751	0.03023122211
752	0.03018470187
753	0.03014945562
754	0.0301003457
755	0.03005457133
756	0.03001940804
757	0.0299549403
758	0.02991516179
759	0.02985503808
760	0.02978002485
761	0.02971538178
762	0.02964159977
763	0.02959398878
764	0.02954218808
765	0.02949237798
766	0.02940371889
767	0.02934367563
768	0.02928988264
769	0.02924170883
770	0.02918640903
771	0.02912044932
772	0.02906842609
773	0.02900257672
774	0.02896545684
775	0.02890571421
776	0.02887453746
777	0.0288260372
778	0.02877973034
779	0.02872998648
780	0.0286529128
781	0.02862155953
782	0.02857378008
783	0.02851169227
784	0.02845391595
785	0.02838377763
786	0.02834572211
787	0.02829880643
788	0.02825869324
789	0.02820933088
790	0.02815234423
791	0.02809813859
792	0.02802739607
793	0.02799411276
794	0.02795958072
795	0.0279181928
796	0.02787754788
797	0.02781180282
798	0.02777557347
799	0.0277376648
800	0.0276909557
801	0.02765168401
802	0.02759265834
803	0.02756420455
804	0.02752447184
805	0.02747645562
806	0.027428445
807	0.02738774826
808	0.02734092625
809	0.02727898202
810	0.02724695181
811	0.02720174506
812	0.02716240891
813	0.02709545498
814	0.02704643766
815	0.02701060031
816	0.02697560361
817	0.02693117464
818	0.02688566329
819	0.02684198403
820	0.02680262092
821	0.0267636211
822	0.02672977383
823	0.02670381219
824	0.02664142106
825	0.02659338803
826	0.02654138929
827	0.02650146261
828	0.02645920137
829	0.02640210742
830	0.02637674238
831	0.02633637765
832	0.02627828716
833	0.02623848284
834	0.02619430971
835	0.02615197292
836	0.02611776288
837	0.02605164089
838	0.02601743484
839	0.02597123673
840	0.02593716993
841	0.02589023835
842	0.02585940116
843	0.02583324853
844	0.02579445432
845	0.0257472795
846	0.02570822248
847	0.02568097468
848	0.02563214231
849	0.02558414366
850	0.02549930588
851	0.02547461047
852	0.0254459953
853	0.02539932073
854	0.02534806975
855	0.02530834719
856	0.02524653639
857	0.02521694355
858	0.02516773227
859	0.02513937214
860	0.02510195934
861	0.02504827891
862	0.0250004712
863	0.02494464329
864	0.0249001181
865	0.02485730656
866	0.02482085205
867	0.02480029641
868	0.02478018856
869	0.02472558296
870	0.02466946244
871	0.02464117689
872	0.02459042882
873	0.02454121823
874	0.02451274893
875	0.02447461541
876	0.02444238072
877	0.02437903596
878	0.02434440576
879	0.02430614012
880	0.02424814044
881	0.02420861684
882	0.02417252101
883	0.0241393275
884	0.02408951775
885	0.02405469618
886	0.0240094035
887	0.02397524678
888	0.02392066715
889	0.02389619457
890	0.02385275964
891	0.02378987832
892	0.02376701975
893	0.0237126663
894	0.02369603326
895	0.023669431
896	0.02361660341
897	0.02358570395
898	0.02354500096
899	0.02349636103
900	0.02344597376
901	0.02342824512
902	0.02338132493
903	0.02334860763
904	0.02329255807
905	0.02324643272
906	0.02319096369
907	0.02315123814
908	0.02310241825
909	0.02304888551
910	0.02302003309
911	0.02296525373
912	0.02293488214
913	0.02290917569
914	0.02287661557
915	0.02281967271
916	0.02278412475
917	0.02273779824
918	0.02270246652
919	0.02266765975
920	0.02262602961
921	0.02261054686
922	0.02257157553
923	0.0225294484
924	0.02248975126
925	0.02246266564
926	0.02244185539
927	0.02241575574
928	0.0223776165
929	0.02233162485
930	0.02229579636
931	0.02225952824
932	0.02221100824
933	0.02218328606
934	0.02215065234
935	0.02211581847
936	0.02207453583
937	0.02201634361
938	0.02197419168
939	0.02193275533
940	0.02190142054
941	0.02186313387
942	0.02183850038
943	0.02181632565
944	0.02178149494
945	0.02173356932
946	0.02170065574
947	0.02166728672
948	0.0216294108
949	0.02159303007
950	0.02156383788
951	0.02153377432
952	0.02148878068
953	0.02144361138
954	0.02140939879
955	0.02137156038
956	0.02134111608
957	0.02128970157
958	0.02123785182
959	0.02121306273
960	0.0211817934
961	0.02113913187
962	0.02108892094
963	0.02106812298
964	0.02103923057
965	0.02099730552
966	0.02095679925
967	0.020924134
968	0.02087600179
969	0.02085409234
970	0.02081011733
971	0.02078172257
972	0.02071755842
973	0.02068578977
974	0.02065157562
975	0.02061274058
976	0.02057179163
977	0.02055384575
978	0.02050466841
979	0.02048490754
980	0.02045477171
981	0.02040763453
982	0.02036427355
983	0.02033343373
984	0.02030239373
985	0.02023861175
986	0.02020093802
987	0.02017435529
988	0.02013317568
989	0.02010124465
990	0.02007514834
991	0.02004301623
992	0.02001147423
993	0.0199514899
994	0.01990457575
995	0.01987782033
996	0.01984774766
997	0.01980784559
998	0.01977781425
999	0.01973898281
